type;title;director;country;year_added;release_year;Age_category;duration;Genre
Movie;Paul Blart: Mall Cop;Steve Carr;United States;2020;2009;Older Kids;[90min..120min];Action & Adventure, Comedies
Movie;Paulettante Veedu;Dileep Narayanan;India;2018;2016;Teens;[90min..120min];Dramas, International Movies
Movie;Paying Guests;Paritosh Painter;India;2018;2009;Teens;[90min..120min];Comedies, International Movies
Movie;Pee Mak;Banjong Pisanthanakun;Thailand;2018;2013;Adults;[90min..120min];Comedies, Horror Movies, International Movies
Movie;Pekak;Mohd Khairul Azri Bin Md Noor;Malaysia;2017;2016;Adults;[90min..120min];Dramas, International Movies
Movie;People You May Know;J.C. Falc?n;United States;2017;2016;Adults;[90min..120min];Dramas, LGBTQ Movies
Movie;Perfect Stranger;James Foley;United States;2019;2007;Adults;[90min..120min];Thrillers
Movie;Personal Shopper;Olivier Assayas;France;2019;2016;Adults;[90min..120min];Dramas, International Movies, Thrillers
Movie;Peter and the Farm;Tony Stone;United States;2017;2016;Adults;[90min..120min];Documentaries
Movie;Peter Rabbit;Will Gluck;United States;2018;2018;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;Phir Se;Ajay Bhuyan, Kunal Kohli;India;2018;2015;Teens;[90min..120min];International Movies, Romantic Movies
Movie;Phone Swap;Kunle Afolayan;Nigeria;2019;2012;Teens;[90min..120min];Comedies, International Movies, Romantic Movies
Movie;Phullu;Abhishek Saxena;India;2019;2017;Teens;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Pimpal;Gajendra Ahire;India;2018;2017;Older Kids;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Planetarium;Rebecca Zlotowski;France;2018;2016;Adults;[90min..120min];Dramas, International Movies
Movie;Playing Hard;Jean-Simon Chartier;Canada;2019;2018;Adults;[90min..120min];Documentaries, International Movies
Movie;Pope Francis: A Man of His Word;Wim Wenders;Switzerland;2019;2018;Older Kids;[90min..120min];Documentaries, Faith & Spirituality, International Movies
Movie;Popeye;Robert Altman;United States;2019;1980;Older Kids;[90min..120min];Action & Adventure, Children & Family Movies, Comedies
Movie;Prague;Ashish R. Shukla;India;2017;2013;Adults;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Prince Charming;Wong Jing;Hong Kong;2018;1984;Teens;[90min..120min];Comedies, International Movies, Romantic Movies
Movie;Princess Cyd;Stephen Cone;United States;2018;2017;Adults;[90min..120min];Dramas, Independent Movies, LGBTQ Movies
Movie;Q Ball;Michael Tolajian;United States;2020;2019;Adults;[90min..120min];Documentaries, Sports Movies
Movie;Quantum of Solace;Marc Forster;United Kingdom;2020;2008;Teens;[90min..120min];Action & Adventure
Movie;R.L. Stine's Mostly Ghostly;Richard Correll;United States;2018;2008;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;Race to Witch Mountain;Andy Fickman;United States;2019;2009;Older Kids;[90min..120min];Children & Family Movies
Movie;Rachel Getting Married;Jonathan Demme;United States;2019;2008;Adults;[90min..120min];Dramas, Independent Movies
Movie;Rahasya;Manish Gupta;India;2018;2015;Teens;[90min..120min];Dramas, International Movies
Movie;Raiders!: The Story of the Greatest Fan Film Ever Made;Jeremy Coon, Tim Skousen;United States;2016;2015;Adults;[90min..120min];Documentaries
Movie;Rajnigandha;Basu Chatterjee;India;2019;1974;Older Kids;[90min..120min];Comedies, Dramas, Independent Movies
Movie;Ralph Breaks the Internet: Wreck-It Ralph 2;Phil Johnston, Rich Moore;United States;2019;2018;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;Ranbhool;Girish Joshi;India;2018;2010;Adults;[90min..120min];Horror Movies, International Movies, Thrillers
Movie;Reaction;Husam El-Gohari;Egypt;2019;2011;Teens;[90min..120min];Dramas, International Movies
Movie;Rebel Without a Cause;Nicholas Ray;United States;2019;1955;Teens;[90min..120min];Classic Movies, Dramas
Movie;Red Dawn;John Milius;United States;2019;1984;Teens;[90min..120min];Action & Adventure, Cult Movies
Movie;Red Oleanders Raktokarobi;Amitava Bhattacharya;India;2018;2017;Teens;[90min..120min];Dramas, International Movies
Movie;Regatta;Mohamed Samy;Egypt;2019;2015;Adults;[90min..120min];Action & Adventure, Dramas, International Movies
Movie;Reincarnated;Andy Capper;United States;2016;2012;Adults;[90min..120min];Documentaries, Music & Musicals
Movie;Remember;Atom Egoyan;Canada;2018;2015;Adults;[90min..120min];Action & Adventure, Dramas
Movie;Remember Me;Allen Coulter;United States;2020;2010;Teens;[90min..120min];Dramas, Romantic Movies
Movie;Rememory;Mark Palansky;United Kingdom;2020;2017;Teens;[90min..120min];Dramas, Sci-Fi & Fantasy
Movie;Resident Evil: Afterlife;Paul W.S. Anderson;Germany;2020;2010;Adults;[90min..120min];Action & Adventure, Horror Movies, Sci-Fi & Fantasy
Movie;Residente;Ren? P?rez Joglar;United States;2018;2017;Adults;[90min..120min];Documentaries, Music & Musicals
Movie;Restless Creature: Wendy Whelan;Linda Saffire, Adam Schlesinger;United States;2017;2016;Adults;[90min..120min];Documentaries
Movie;Return To The 36th Chamber;Chia-Liang Liu;Hong Kong;2018;1980;Adults;[90min..120min];Action & Adventure, Comedies, International Movies
Movie;Revelations;Vijay Jayapal;India;2017;2016;Adults;[90min..120min];Dramas, International Movies
Movie;Revenge of the Green Dragons;Andrew Lau Wai-Keung, Andrew Loo;Hong Kong;2018;2014;Adults;[90min..120min];Action & Adventure, Dramas, Independent Movies
Movie;Righteous Kill;Jon Avnet;United States;2019;2008;Adults;[90min..120min];Dramas, Thrillers
Movie;Ringan;Makarand Mane;India;2018;2015;Teens;[90min..120min];Dramas, International Movies
Movie;Rivaaz;Ashok Nanda;India;2017;2011;Adults;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Road to Yesterday;Ishaya Bako;Nigeria;2016;2015;Teens;[90min..120min];Dramas, International Movies
Movie;Robin Hood: The Rebellion;Nicholas Winter;United Kingdom;2019;2018;Teens;[90min..120min];Action & Adventure, Independent Movies, International Movies
Movie;Rocky II;Sylvester Stallone;United States;2019;1979;Older Kids;[90min..120min];Dramas, Sports Movies
Movie;Rocky III;Sylvester Stallone;United States;2019;1982;Older Kids;[90min..120min];Dramas, Sports Movies
Movie;Rocky IV;Sylvester Stallone;United States;2019;1985;Older Kids;[90min..120min];Dramas, Sports Movies
Movie;Rocky V;John G. Avildsen;United States;2019;1990;Teens;[90min..120min];Dramas, Sports Movies
Movie;Roger Corman's Death Race 2050;G.J. Echternkamp;United States;2017;2017;Adults;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;Roh's Beauty;Sameh Abdulaziz;Egypt;2019;2014;Adults;[90min..120min];Dramas, International Movies
Movie;Room;Lenny Abrahamson;Ireland;2018;2015;Adults;[90min..120min];Dramas, Independent Movies
Movie;Rukh;Atanu Mukherjee;India;2018;2017;Adults;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Rumble;R. Ellis Frazier;Mexico;2017;2016;Adults;[90min..120min];Action & Adventure, Independent Movies
Movie;Rumor Has It;Rob Reiner;United States;2019;2005;Teens;[90min..120min];Comedies, Romantic Movies
Movie;Runaway Bride;Garry Marshall;United States;2020;1999;Older Kids;[90min..120min];Comedies, Romantic Movies
Movie;Running for Grace;David L. Cunningham;United States;2019;2018;Teens;[90min..120min];Dramas, Romantic Movies
Movie;Russell Madness;Robert Vince;United States;2015;2015;Older Kids;[90min..120min];Children & Family Movies, Comedies, Sports Movies
Movie;S.W.A.T.;Clark Johnson;United States;2021;2003;Teens;[90min..120min];Action & Adventure
Movie;Saath Saath;Raman Kumar;India;2019;1982;Teens;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Sacro GRA;Gianfranco Rosi;Italy;2017;2013;Adults;[90min..120min];Documentaries, International Movies
Movie;Sadece Sen;Hakan Yonat;Turkey;2017;2014;Adults;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;Sadie's Last Days on Earth;Michael Seater;Canada;2017;2016;Teens;[90min..120min];Comedies, Sci-Fi & Fantasy
Movie;Saheb Bibi Golaam;Pratim D. Gupta;India;2017;2016;Adults;[90min..120min];Dramas, International Movies
Movie;Salem: His Sister's Father;Mohamed Hamdy;Egypt;2019;2014;Teens;[90min..120min];Dramas, International Movies
Movie;Samantaral;Partha Chakraborty;India;2018;2017;Adults;[90min..120min];Dramas, International Movies
Movie;Samarppanam;K. Gopinathan;India;2018;2017;Older Kids;[90min..120min];Dramas, International Movies
Movie;Sameer Abu Alneel;Amr Arafa;Egypt;2019;2013;Teens;[90min..120min];Comedies, International Movies
Movie;Samson;Bruce MacDonald, Gabriel Sabloff;South Africa;2018;2018;Teens;[90min..120min];Action & Adventure, Dramas, Faith & Spirituality
Movie;Sarah's Key;Gilles Paquet-Brenner;France;2019;2010;Teens;[90min..120min];Dramas, International Movies
Movie;Savage Dog;Jesse V. Johnson;United States;2017;2017;Adults;[90min..120min];Action & Adventure, Independent Movies
Movie;Savage Raghda;Mahmoud Karim;Egypt;2019;2018;Adults;[90min..120min];Comedies, International Movies, Romantic Movies
Movie;Saving Zo?;Jeffrey G. Hunt;United States;2020;2019;Adults;[90min..120min];Dramas
Movie;Say When;Lynn Shelton;United States;2018;2014;Adults;[90min..120min];Comedies, Dramas, Independent Movies
Movie;Scales: Mermaids Are Real;Kevan Peterson;United States;2020;2017;Older Kids;[90min..120min];Children & Family Movies
Movie;Scandal in Sorrento;Dino Risi;Italy;2020;1955;Older Kids;[90min..120min];Classic Movies, Comedies, Independent Movies
Movie;Scott Pilgrim vs. the World;Edgar Wright;United States;2018;2010;Teens;[90min..120min];Action & Adventure, Comedies, Cult Movies
Movie;Scream 3;Wes Craven;United States;2019;2000;Adults;[90min..120min];Horror Movies
Movie;Searching for Bobby Fischer;Steven Zaillian;United States;2020;1993;Older Kids;[90min..120min];Children & Family Movies, Classic Movies, Dramas
Movie;Season of the Witch;Dominic Sena;United States;2019;2011;Teens;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;Secret;Jay Chou;Hong Kong;2018;2007;Older Kids;[90min..120min];Dramas, International Movies, Music & Musicals
Movie;Secret in Their Eyes;Billy Ray;United States;2018;2015;Teens;[90min..120min];Dramas, Thrillers
Movie;Sen Kimsin?;Ozan A??ktan;Turkey;2017;2012;Teens;[90min..120min];Comedies, International Movies
Movie;Senna;Asif Kapadia;United Kingdom;2019;2010;Teens;[90min..120min];Documentaries, International Movies, Sports Movies
Movie;Sex Doll;Sylvie Verheyde;United Kingdom;2017;2016;Adults;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;Sexo, Pudor y Lagrimas;Antonio Serrano;Mexico;2017;1999;Adults;[90min..120min];Comedies, Dramas, International Movies
Movie;Shahanpan Dega Deva;Sudesh Manjrekar;India;2018;2011;Teens;[90min..120min];Comedies, International Movies
Movie;Shanghai;Dibakar Banerjee;India;2018;2012;Teens;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Shark Busters;Herman Yau;Hong Kong;2018;2002;Teens;[90min..120min];Dramas, International Movies
Movie;Shark Night;David R. Ellis;United States;2019;2011;Teens;[90min..120min];Horror Movies
Movie;Shelter;M?ns M?rlind, Bj?rn Stein;United States;2017;2010;Adults;[90min..120min];Horror Movies, Thrillers
Movie;Short Term 12;Destin Daniel Cretton;United States;2019;2013;Adults;[90min..120min];Dramas, Independent Movies
Movie;SHOT! The Psycho-Spiritual Mantra of Rock;Barney Clay;United Kingdom;2017;2016;Adults;[90min..120min];Documentaries, Music & Musicals
Movie;Shuddhi;Adarsh Eshwarappa;India;2018;2017;Teens;[90min..120min];Dramas, International Movies, Thrillers
Movie;Shutter;Banjong Pisanthanakun, Parkpoom Wongpoom;Thailand;2018;2004;Adults;[90min..120min];Horror Movies, International Movies
Movie;Sicilian Ghost Story;Fabio Grassadonia, Antonio Piazza;Italy;2019;2017;Adults;[90min..120min];Dramas, International Movies, Thrillers
Movie;Siddhant;Vivek Wagh;India;2018;2014;Kids;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Silent Hill: Revelation;M.J. Bassett;Canada;2019;2012;Adults;[90min..120min];Horror Movies
Movie;Singularity;Robert Kouba;Switzerland;2018;2017;Teens;[90min..120min];Action & Adventure, Dramas, Sci-Fi & Fantasy
Movie;Sister Code;Corey Grant;United States;2016;2015;Adults;[90min..120min];Comedies, Dramas, Romantic Movies
Movie;Skin Trade;Ekachai Uekrongtham;Thailand;2018;2014;Adults;[90min..120min];Action & Adventure
Movie;Skiptrace;Renny Harlin;China;2019;2016;Teens;[90min..120min];Action & Adventure, Comedies
Movie;Sky on Fire;Ringo Lam;China;2017;2016;Adults;[90min..120min];Action & Adventure, International Movies
Movie;Skyline;Colin Strause, Greg Strause;United States;2019;2010;Teens;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;Sleeping with Other People;Leslye Headland;United States;2017;2015;Adults;[90min..120min];Comedies, Dramas, Independent Movies
Movie;Sliver;Phillip Noyce;United States;2020;1993;Adults;[90min..120min];Thrillers
Movie;Small Soldiers;Joe Dante;United States;2019;1998;Teens;[90min..120min];Action & Adventure, Comedies, Sci-Fi & Fantasy
Movie;Smart People;Noam Murro;United States;2019;2008;Adults;[90min..120min];Comedies, Dramas, Independent Movies
Movie;Solo Con Tu Pareja;Alfonso Cuar?n;Mexico;2018;1991;Adults;[90min..120min];Comedies, Independent Movies, International Movies
Movie;Solomon Kane;Michael J. Bassett;Czech Republic;2018;2009;Adults;[90min..120min];Action & Adventure, International Movies, Sci-Fi & Fantasy
Movie;Some Freaks;Ian MacAllister-McDonald;United States;2017;2017;Adults;[90min..120min];Dramas, Romantic Movies
Movie;Son of a Gun;Julius Avery;Australia;2018;2014;Adults;[90min..120min];Action & Adventure, Dramas, Independent Movies
Movie;Soul Surfer;Sean McNamara;United States;2020;2011;Older Kids;[90min..120min];Dramas, Faith & Spirituality, Sports Movies
Movie;Soul to Keep;David Allensworth, Moni?re;United States;2019;2019;Adults;[90min..120min];Horror Movies, Independent Movies
Movie;Sparkle;Sam O'Steen;United States;2019;1976;Older Kids;[90min..120min];Dramas, Music & Musicals
Movie;Speech & Debate;Dan Harris;United States;2017;2017;Teens;[90min..120min];Comedies, Dramas, Independent Movies
Movie;Spider-Man: Into the Spider-Verse;Peter Ramsey, Rodney Rothman, Bob Persichetti;United States;2019;2018;Older Kids;[90min..120min];Action & Adventure, Comedies
Movie;Spitfire: The Plane that Saved the World;David Fairhead, Anthony Palmer;United Kingdom;2019;2018;Teens;[90min..120min];Documentaries
Movie;Spring Breakers;Harmony Korine;United States;2021;2012;Adults;[90min..120min];Comedies, Cult Movies, Dramas
Movie;Sprinter;Storm Saulter;Jamaica;2020;2018;Adults;[90min..120min];Dramas, International Movies, Sports Movies
Movie;Spy Kids 2: The Island of Lost Dreams;Robert Rodriguez;United States;2019;2002;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;Spy Time;Javier Ruiz Caldera;Spain;2016;2015;Adults;[90min..120min];Action & Adventure, Comedies, International Movies
Movie;St. Agatha;Darren Lynn Bousman;United States;2019;2018;Adults;[90min..120min];Horror Movies, Independent Movies
Movie;Starred Up;David Mackenzie;United Kingdom;2019;2013;Adults;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Step Brothers;Adam McKay;United States;2019;2008;Adults;[90min..120min];Comedies
Movie;Sthaniya Sambaad;Arjun Gourisaria, Moinak Biswas;India;2018;2010;Teens;[90min..120min];Dramas, International Movies
Movie;Still;Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon;Thailand;2018;2010;Adults;[90min..120min];Horror Movies, International Movies
Movie;Stink!;Jon J. Whelan;United States;2018;2015;Older Kids;[90min..120min];Documentaries
Movie;Stonehearst Asylum;Brad Anderson;United States;2017;2014;Teens;[90min..120min];Horror Movies, Thrillers
Movie;Stop at Nothing: The Lance Armstrong Story;Alex Holmes;Australia;2015;2014;Adults;[90min..120min];Documentaries, International Movies, Sports Movies
Movie;Straight Up;James Sweeney;United States;2020;2020;Adults;[90min..120min];Comedies, Independent Movies, LGBTQ Movies
Movie;Strange but True;Rowan Athale;Canada;2020;2019;Teens;[90min..120min];Dramas, Thrillers
Movie;Stranger than Fiction;Marc Forster;United States;2020;2006;Teens;[90min..120min];Comedies, Romantic Movies
Movie;Strictly Ballroom;Baz Luhrmann;Australia;2020;1992;Older Kids;[90min..120min];Classic Movies, Comedies, Romantic Movies
Movie;Stripes;Ivan Reitman;United States;2019;1981;Adults;[90min..120min];Classic Movies, Comedies, Cult Movies
Movie;Striptease;Andrew Bergman;United States;2021;1996;Adults;[90min..120min];Comedies, Dramas
Movie;Submission;J.M. Berrios;United States;2019;2019;Adults;[90min..120min];Action & Adventure, Dramas
Movie;Sudani from Nigeria;Zakariya;India;2018;2018;Teens;[90min..120min];Comedies, Dramas, International Movies
Movie;Suicide (Hitabdut);Benny Fredman;Israel;2016;2014;Adults;[90min..120min];International Movies, Thrillers
Movie;Suite Fran?aise;Saul Dibb;United Kingdom;2017;2014;Adults;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;Summer Night;Joseph Cross;United States;2020;2019;Adults;[90min..120min];Comedies, Dramas, Romantic Movies
Movie;Summer of '92;Kasper Barfoed;Denmark;2016;2015;Adults;[90min..120min];Dramas, International Movies, Sports Movies
Movie;Super Dark Times;Kevin Phillips;United States;2018;2017;Adults;[90min..120min];Dramas, Independent Movies, Thrillers
Movie;Superbad;Greg Mottola;United States;2021;2007;Adults;[90min..120min];Comedies, Cult Movies
Movie;Superfly;Gordon Parks;United States;2019;1972;Adults;[90min..120min];Action & Adventure, Classic Movies, Dramas
Movie;Surat Dari Praha;Angga Dwimas Sasongko;Indonesia;2018;2016;Teens;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;Survivors Guide to Prison;Matthew Cooke;United States;2018;2017;Adults;[90min..120min];Documentaries
Movie;Sustainable;Matt Wechsler;United States;2017;2016;Kids;[90min..120min];Documentaries
Movie;Sweeney Todd: The Demon Barber of Fleet Street;Tim Burton;United States;2020;2007;Adults;[90min..120min];Dramas, Horror Movies, Music & Musicals
Movie;Sweet Virginia;Jamie M. Dagg;United States;2019;2017;Adults;[90min..120min];Dramas, Independent Movies, Thrillers
Movie;Swiss Army Man;Dan Kwan, Daniel Scheinert;United States;2019;2016;Adults;[90min..120min];Comedies, Dramas, Independent Movies
Movie;Sword Master;Derek Yee;China;2017;2016;Adults;[90min..120min];Action & Adventure, Dramas, International Movies
Movie;Sword Masters: Two Champions of Shaolin;Cheh Chang;Hong Kong;2018;1980;Adults;[90min..120min];Action & Adventure, International Movies
Movie;Tahaan;Santosh Sivan;India;2018;2008;Teens;[90min..120min];Dramas, International Movies
Movie;Take Me Home Tonight;Michael Dowse;United States;2019;2011;Adults;[90min..120min];Comedies, Romantic Movies
Movie;Tamanchey;Navneet Behal;India;2017;2014;Adults;[90min..120min];Action & Adventure, International Movies, Romantic Movies
Movie;Tattah;Sameh Abdulaziz;Egypt;2019;2013;Teens;[90min..120min];Comedies, International Movies
Movie;Temporada de Caza;Natalia Garagiola;Argentina;2018;2017;Adults;[90min..120min];Dramas, International Movies
Movie;Ten Years;Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang;Hong Kong;2019;2015;Adults;[90min..120min];Dramas, Independent Movies, International Movies
Movie;Terminator 3: Rise of the Machines;Jonathan Mostow;United States;2020;2003;Adults;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;Terminator Salvation;McG;United States;2020;2009;Teens;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;Terra;Yann Arthus-Bertrand, Michael Pitiot;France;2016;2015;Older Kids;[90min..120min];Documentaries, International Movies
Movie;The 24 Hour War;Nate Adams, Adam Carolla;United States;2019;2016;Adults;[90min..120min];Documentaries, Sports Movies
Movie;The 4th Company;Mitzi Vanessa Arreola, Amir Galvan Cervera;Mexico;2018;2016;Adults;[90min..120min];Action & Adventure, Dramas, International Movies
Movie;The Adventures of Sharkboy and Lavagirl;Robert Rodriguez;United States;2020;2005;Older Kids;[90min..120min];Children & Family Movies
Movie;The Adventures of Tintin;Steven Spielberg;United States;2019;2011;Older Kids;[90min..120min];Children & Family Movies
Movie;The Aerial;Esteban Sapir;Argentina;2018;2007;Adults;[90min..120min];Dramas, International Movies, Sci-Fi & Fantasy
Movie;The American President;Rob Reiner;United States;2021;1995;Teens;[90min..120min];Comedies, Dramas, Romantic Movies
Movie;The Angry Birds Movie 2;Thurop Van Orman, John Rice;Finland;2020;2019;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;The Animal People;Denis Hennelly, Casey Suchan;United States;2020;2019;Adults;[90min..120min];Documentaries
Movie;The Ant's Scream;Sameh Abdulaziz;Egypt;2019;2010;Teens;[90min..120min];Comedies, Dramas, International Movies
Movie;The Art of War;Christian Duguay;United States;2020;2000;Adults;[90min..120min];Action & Adventure
Movie;The Assignment;Walter Hill;France;2020;2016;Adults;[90min..120min];Action & Adventure
Movie;The Bachelors;Kurt Voelker;United States;2018;2017;Teens;[90min..120min];Dramas
Movie;The Bad Kids;Keith Fulton, Louis Pepe;United States;2017;2016;Adults;[90min..120min];Documentaries
Movie;The Black Room;Rolfe Kanefsky;United States;2017;2016;Adults;[90min..120min];Horror Movies
Movie;The Blackcoat's Daughter;Osgood Perkins;Canada;2019;2015;Adults;[90min..120min];Horror Movies, Independent Movies, Thrillers
Movie;The Bleeder;Philippe Falardeau;United States;2019;2016;Adults;[90min..120min];Dramas, Sports Movies
Movie;The Book of Eli;Albert Hughes, Allen Hughes;United States;2019;2010;Adults;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;The Boss's Daughter;Olivier Loustau;France;2017;2015;Adults;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;The Bounty Hunter;Andy Tennant;United States;2019;2010;Teens;[90min..120min];Action & Adventure, Comedies, Romantic Movies
Movie;The Box;Richard Kelly;United States;2019;2009;Teens;[90min..120min];Sci-Fi & Fantasy, Thrillers
Movie;The Boy;William Brent Bell;United States;2020;2016;Teens;[90min..120min];Horror Movies, Independent Movies, Thrillers
Movie;The Boy in the Striped Pajamas;Mark Herman;United Kingdom;2019;2008;Teens;[90min..120min];Dramas, Independent Movies, International Movies
Movie;The Brawler;Ken Kushner;United States;2019;2019;Adults;[90min..120min];Dramas, Independent Movies, Sports Movies
Movie;The Breadwinner;Nora Twomey;Ireland;2018;2017;Teens;[90min..120min];Children & Family Movies, Dramas, International Movies
Movie;The Break-Up;Peyton Reed;United States;2019;2006;Teens;[90min..120min];Comedies, Dramas, Romantic Movies
Movie;The Bridge;Kunle Afolayan;Nigeria;2019;2017;Teens;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;The Brothers Grimm;Terry Gilliam;United States;2019;2005;Teens;[90min..120min];Action & Adventure, Sci-Fi & Fantasy
Movie;The Bucket List;Rob Reiner;United States;2019;2007;Teens;[90min..120min];Comedies, Dramas
Movie;The Bund;;Hong Kong;2018;1983;Teens;[90min..120min];Action & Adventure, Dramas, International Movies
Movie;The Bye Bye Man;Stacy Title;United States;2019;2017;Teens;[90min..120min];Horror Movies, Thrillers
Movie;The Bygone;Graham Phillips, Parker Phillips;United States;2020;2019;Adults;[90min..120min];Independent Movies, Thrillers
Movie;The Cakemaker;Ofir Raul Graizer;Israel;2018;2017;Teens;[90min..120min];Dramas, Independent Movies, International Movies
Movie;The Captive;Atom Egoyan;Canada;2018;2014;Adults;[90min..120min];Dramas, Thrillers
Movie;The Car;Elliot Silverstein;United States;2020;1977;Older Kids;[90min..120min];Cult Movies, Horror Movies
Movie;The Case for Christ;Jon Gunn;United States;2017;2017;Older Kids;[90min..120min];Dramas, Faith & Spirituality
Movie;The CEO;Kunle Afolayan;Nigeria;2019;2016;Teens;[90min..120min];Dramas, International Movies, Thrillers
Movie;The Charnel House;Craig Moss;United States;2017;2016;Adults;[90min..120min];Horror Movies, Thrillers
Movie;The Chord;Magdy Al-Hawwary;Egypt;2019;2010;Adults;[90min..120min];Dramas, International Movies, Music & Musicals
Movie;The Chosen;Antonio Chavarr?as;Spain;2017;2016;Teens;[90min..120min];Dramas, International Movies, Thrillers
Movie;The Chosen Ones;David Pablos;Mexico;2016;2015;Adults;[90min..120min];Dramas, Independent Movies, International Movies
Movie;The Christmas Candle;John Stephenson;United Kingdom;2019;2013;Older Kids;[90min..120min];Dramas, Faith & Spirituality
Movie;The Christmas Project;Michael Buster;United States;2019;2016;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;The Cincinnati Kid;Norman Jewison;United States;2019;1965;Teens;[90min..120min];Classic Movies, Dramas
Movie;The Company Men;John Wells;United States;2018;2010;Adults;[90min..120min];Dramas, Independent Movies
Movie;The Competition;Harvey Lowry;United States;2019;2018;Teens;[90min..120min];Comedies, Romantic Movies
Movie;The Confirmation;Bob Nelson;Canada;2019;2016;Teens;[90min..120min];Comedies, Dramas, Independent Movies
Movie;The Consul's Son;Amr Arafa;Egypt;2019;2011;Teens;[90min..120min];Comedies, International Movies, Thrillers
Movie;The Craft;Andrew Fleming;United States;2020;1996;Adults;[90min..120min];Horror Movies, Thrillers
Movie;The Croods;Kirk De Micco, Chris Sanders;United States;2019;2013;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;The Crow;Alex Proyas;United States;2019;1994;Adults;[90min..120min];Action & Adventure, Cult Movies, Sci-Fi & Fantasy
Movie;The Crying Game;Neil Jordan;United Kingdom;2020;1992;Adults;[90min..120min];Classic Movies, Independent Movies, Thrillers
Movie;The D Train;Jarrad Paul, Andrew Mogel;United Kingdom;2017;2015;Adults;[90min..120min];Comedies
Movie;The Damned Rain;Satish Manwar;India;2018;2009;Teens;[90min..120min];Dramas, International Movies
Movie;The Dancer;Ifa Isfansyah;Indonesia;2018;2011;Adults;[90min..120min];Dramas, International Movies, Romantic Movies
Movie;The Dark Crystal;Frank Oz, Jim Henson;United States;2019;1982;Older Kids;[90min..120min];Children & Family Movies
Movie;The Daughter;Simon Stone;Australia;2017;2015;Adults;[90min..120min];Dramas
Movie;The Dawn Wall;Peter Mortimer, Josh Lowell;Austria;2019;2017;Adults;[90min..120min];Documentaries, Sports Movies
Movie;The Drowning;Bette Gordon;United States;2017;2016;Adults;[90min..120min];Thrillers
Movie;The Duel;Kieran Darcy-Smith;United States;2019;2016;Adults;[90min..120min];Dramas
Movie;The Dukes of Hazzard;Jay Chandrasekhar;United States;2020;2005;Teens;[90min..120min];Action & Adventure, Comedies
Movie;The Dukes of Hazzard: The Beginning;Robert Berlinger;United States;2020;2007;Adults;[90min..120min];Action & Adventure, Comedies
Movie;The Eichmann Show;Paul Andrew Williams;United Kingdom;2017;2015;Adults;[90min..120min];Dramas, International Movies
Movie;The End of the Tour;James Ponsoldt;United States;2018;2015;Adults;[90min..120min];Dramas, Independent Movies
Movie;The Endless;Justin Benson, Aaron Moorhead;United States;2018;2017;Adults;[90min..120min];Independent Movies, Sci-Fi & Fantasy, Thrillers
Movie;The Exception;David Leveaux;United Kingdom;2019;2016;Adults;[90min..120min];Dramas, Romantic Movies
Movie;The Fear of 13;David Sington;United Kingdom;2016;2015;Adults;[90min..120min];Documentaries, International Movies
Movie;The Fighter;David O. Russell;United States;2019;2010;Adults;[90min..120min];Dramas, Sports Movies
Movie;The First Wives Club;Hugh WIlson;United States;2019;1996;Older Kids;[90min..120min];Comedies
Movie;The Five Venoms;Cheh Chang;Hong Kong;2018;1978;Adults;[90min..120min];Action & Adventure, Cult Movies, International Movies
Movie;The Flintstones;Brian Levant;United States;2019;1994;Older Kids;[90min..120min];Children & Family Movies, Comedies
Movie;The Flintstones in Viva Rock Vegas;Brian Levant;United States;2019;2000;Older Kids;[90min..120min];Children & Family Movies, Comedies, Romantic Movies
